submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
01/25/2021,NE,187923,NA,NA,646,0,1894,NA,NA,15,0,01/27/2021 12:00:00 AM,Not agree,Not agree
01/25/2020,OR,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
07/23/2020,KY,25147,23882,1265,607,61,684,680,4,7,0,07/24/2020 02:18:40 PM,Agree,Agree
02/01/2021,DC,37008,NA,NA,136,0,916,NA,NA,3,0,02/02/2021 02:51:51 PM,NA,NA
05/11/2021,NJ,1008607,881171,127436,561,25,25841,23201,2640,31,0,05/12/2021 02:33:56 PM,Agree,Agree
02/02/2021,IL,1130917,1130917,0,2304,0,21336,19306,2030,63,16,02/03/2021 02:55:58 PM,Agree,Agree
07/30/2020,ME,3910,3497,413,22,2,123,122,1,2,0,07/31/2020 02:35:06 PM,Agree,Agree
02/05/2020,KY,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
07/04/2020,VT,1238,NA,NA,0,0,56,NA,NA,0,0,07/05/2020 03:00:14 PM,Not agree,Not agree
02/10/2020,MN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,N/A,Agree
04/30/2020,KY,4708,4708,0,169,0,240,240,0,5,0,05/01/2020 09:00:19 PM,Agree,Agree
06/19/2021,CA,3701739,NA,NA,1142,0,62565,NA,NA,0,0,06/18/2021 01:48:26 PM,Not agree,Not agree
02/02/2020,GU,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
08/10/2020,OR,21488,21488,0,216,0,357,357,0,1,0,08/11/2020 02:16:27 PM,Agree,Agree
05/15/2020,CT,36085,34059,2026,621,-11,3285,2524,761,66,8,05/16/2020 03:46:44 PM,Agree,Agree
04/07/2021,KY,430860,327377,103483,1019,470,6198,5607,591,10,1,04/08/2021 01:46:50 PM,Agree,Agree
05/31/2021,NV,324132,NA,NA,128,0,5586,NA,NA,0,0,06/01/2021 03:18:33 PM,NA,NA
03/22/2021,MI,746624,674109,72515,5785,846,17041,16021,1020,18,1,03/24/2021 12:00:00 AM,Agree,Agree
06/09/2021,ND,110351,101268,9083,53,16,1517,NA,NA,0,0,06/10/2021 02:48:23 PM,Agree,Not agree
05/11/2020,CT,33765,31955,1810,211,-30,3008,2294,714,41,-10,05/12/2020 05:26:08 PM,Agree,Agree
07/12/2020,CA,411109,NA,NA,11452,0,8138,NA,NA,115,0,07/12/2020 12:00:00 AM,Not agree,Not agree
01/06/2021,SC,360378,320579,39799,7668,1970,6065,NA,NA,80,16,01/06/2021 12:00:00 AM,Agree,Not agree
06/07/2021,VT,24282,NA,NA,10,1,256,NA,NA,0,0,06/08/2021 03:05:30 PM,Not agree,Not agree
09/28/2020,WY,5754,4897,857,121,4,50,50,0,0,0,09/29/2020 01:50:42 PM,Agree,Agree
08/29/2020,NJ,194756,NA,NA,372,23,15933,14153,1780,3,0,08/29/2020 12:00:00 AM,Not agree,Agree
06/28/2020,OR,8341,8004,337,247,337,202,199,3,0,3,06/29/2020 02:37:31 PM,Agree,Agree
07/06/2020,DE,12583,11656,927,119,0,514,457,57,2,0,07/08/2020 12:00:00 AM,Agree,Agree
03/09/2020,WI,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
05/01/2021,IL,1337868,1337868,0,2813,0,24330,21992,2338,39,7,05/02/2021 02:13:07 PM,Agree,Agree
05/15/2020,MS,12527,12434,93,339,2,812,799,13,16,0,05/17/2020 12:00:00 AM,Agree,Agree
02/24/2020,ND,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
10/05/2020,WI,141655,134359,7296,1727,31,1392,1381,11,4,0,10/06/2020 01:33:58 PM,Agree,Agree
08/17/2020,ID,27942,26091,1851,282,32,273,245,28,4,0,08/18/2020 02:26:55 PM,Agree,Agree
09/08/2020,SC,132072,128432,3640,438,45,3123,NA,NA,35,2,09/08/2020 12:00:00 AM,Agree,Not agree
09/22/2020,MI,234775,213083,21692,1772,176,7029,6699,330,7,1,09/24/2020 12:00:00 AM,Agree,Agree
02/06/2021,VA,529125,421466,107659,2948,865,6778,5840,938,4,0,02/07/2021 02:46:31 PM,Agree,Agree
05/13/2021,MO,592512,NA,NA,463,113,8993,NA,NA,2,0,05/15/2021 12:00:00 AM,Not agree,Not agree
09/11/2020,ID,34950,32228,2722,333,48,412,375,37,5,0,09/12/2020 02:12:43 PM,Agree,Agree
05/15/2021,NC,991347,846063,145284,1042,235,13061,11516,1545,14,4,05/14/2021 12:00:00 AM,Agree,Agree
08/23/2020,IL,221595,220178,1417,1893,0,8089,7880,209,6,0,08/24/2020 01:54:34 PM,Agree,Agree
04/27/2021,SC,577666,481242,96424,806,402,9536,NA,NA,6,0,04/27/2021 12:00:00 AM,Agree,Not agree
10/28/2020,MO,194250,NA,NA,3507,304,3389,NA,NA,32,0,10/30/2020 12:00:00 AM,Not agree,Not agree
10/16/2020,MN,119396,NA,NA,2290,10,2212,2203,9,13,2,10/17/2020 02:09:18 PM,N/A,Agree
04/19/2020,CT,17962,17962,0,412,0,1127,946,181,41,181,04/19/2020 04:22:39 PM,Agree,Agree
10/30/2020,WA,109058,NA,NA,1112,54,2366,NA,NA,7,0,11/01/2020 12:00:00 AM,N/A,N/A
12/05/2020,NV,165628,NA,NA,3194,0,2301,NA,NA,29,0,12/06/2020 02:51:16 PM,NA,NA
05/28/2020,MS,16641,16519,122,445,7,988,973,15,17,2,05/30/2020 12:00:00 AM,Agree,Agree
02/24/2020,MO,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
04/16/2020,ND,393,NA,NA,28,NA,9,NA,NA,0,NA,04/16/2020 04:22:39 PM,Agree,Not agree
06/18/2020,IL,135639,134778,861,593,0,6718,6537,181,52,0,06/19/2020 03:01:11 PM,Agree,Agree
12/12/2020,NJ,435376,NA,NA,6795,555,17732,15864,1868,70,0,12/12/2020 12:00:00 AM,Not agree,Agree
03/05/2020,NV,1,NA,NA,1,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
10/20/2020,MD,137236,NA,NA,492,0,4198,4041,157,12,0,10/22/2020 12:00:00 AM,N/A,Agree
04/05/2021,AZ,845535,785485,60050,608,70,16990,15063,1927,0,0,04/06/2021 01:43:58 PM,Agree,Agree
10/03/2020,CT,58297,55862,2435,0,0,4513,3614,899,0,0,10/04/2020 01:35:23 PM,Agree,Agree
05/27/2021,GU,8156,NA,NA,2,0,139,NA,NA,0,0,05/28/2021 01:29:21 PM,Not agree,Not agree
01/21/2021,WA,296251,NA,NA,2197,157,4065,NA,NA,125,0,01/23/2021 12:00:00 AM,N/A,N/A
02/17/2020,KY,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
06/23/2020,WI,28127,25331,2796,289,26,757,750,7,6,1,06/24/2020 03:03:27 PM,Agree,Agree
01/30/2020,WA,1,NA,NA,0,0,0,NA,NA,0,NA,02/01/2020 12:00:00 AM,N/A,N/A
02/13/2021,MD,370983,NA,NA,847,0,8020,7820,200,26,0,02/15/2021 12:00:00 AM,N/A,Agree
05/14/2020,DE,7515,7006,509,119,9,271,257,14,11,2,05/16/2020 12:00:00 AM,Agree,Agree
01/30/2020,NV,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
05/30/2021,DE,108846,101377,7469,46,6,1661,1519,142,0,0,06/01/2021 12:00:00 AM,Agree,Agree
04/16/2021,CT,329062,302775,26287,1062,208,7995,6578,1417,5,1,04/17/2021 01:58:33 PM,Agree,Agree
05/27/2021,NC,1001077,853324,147753,834,211,13196,11632,1564,12,1,05/26/2021 12:00:00 AM,Agree,Agree
08/08/2020,RI,19885,NA,NA,89,0,1037,NA,NA,1,0,08/09/2020 02:03:10 PM,Not agree,N/A
09/24/2020,GU,2286,NA,NA,23,0,39,NA,NA,1,0,09/25/2020 01:54:10 PM,Not agree,Not agree
01/02/2021,VT,7689,NA,NA,99,11,139,NA,NA,2,0,01/03/2021 02:53:25 PM,Not agree,Not agree
04/03/2021,AZ,844463,784581,59882,706,114,16991,15064,1927,2,-1,04/04/2021 01:43:43 PM,Agree,Agree
03/20/2020,RI,79,NA,NA,14,NA,1,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,N/A
06/11/2021,CA,3695937,NA,NA,649,0,62510,NA,NA,3,0,06/11/2021 12:00:00 AM,Not agree,Not agree
02/10/2021,VT,13122,NA,NA,17,12,187,NA,NA,1,0,02/11/2021 02:50:55 PM,Not agree,Not agree
04/30/2020,NV,5007,NA,NA,109,9,252,NA,NA,15,9,05/01/2020 09:00:19 PM,NA,NA
04/04/2021,MT,105142,97760,7382,105,8,1466,1466,0,1,0,04/05/2021 01:43:02 PM,Agree,Agree
05/21/2021,AZ,875766,810575,65191,571,195,17531,15586,1945,22,3,05/22/2021 06:59:37 PM,Agree,Agree
03/06/2020,NC,2,2,0,1,0,0,0,0,0,0,03/05/2020 12:00:00 AM,Agree,Agree
12/22/2020,LA,290960,NA,NA,3699,933,7158,6813,345,51,13,12/23/2020 02:36:58 PM,Not agree,Agree
06/19/2021,VI,3770,NA,NA,2,0,30,NA,NA,0,0,06/19/2021 12:00:00 AM,NA,NA
05/01/2021,WI,661209,598822,62387,759,84,7569,6841,728,19,1,05/02/2021 02:13:07 PM,Agree,Agree
08/04/2020,MI,172579,156924,15655,1600,127,6583,6266,317,6,0,08/06/2020 12:00:00 AM,Agree,Agree
03/10/2020,SC,13,13,0,5,0,0,NA,NA,0,0,03/10/2020 12:00:00 AM,Agree,Not agree
12/28/2020,KY,258517,208615,49902,1454,417,2563,2398,165,8,1,12/29/2020 02:56:32 PM,Agree,Agree
03/15/2020,RI,21,NA,NA,1,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,N/A
05/29/2021,AZ,880466,814653,65813,557,69,17628,15684,1944,19,-2,05/30/2021 01:32:12 PM,Agree,Agree
09/26/2020,NJ,207790,NA,NA,816,66,16103,14312,1791,6,0,09/26/2020 12:00:00 AM,Not agree,Agree
12/06/2020,KY,200632,165693,34939,2567,336,2072,1970,102,10,0,12/07/2020 02:38:33 PM,Agree,Agree
07/03/2020,WA,34901,NA,NA,755,0,1352,NA,NA,10,0,07/05/2020 12:00:00 AM,N/A,N/A
07/08/2020,VT,1256,NA,NA,2,0,56,NA,NA,0,0,07/09/2020 03:14:15 PM,Not agree,Not agree
08/05/2020,NH,6719,NA,NA,26,0,418,NA,NA,0,0,08/06/2020 02:12:27 PM,Not agree,Not agree
07/19/2020,ND,5126,5126,0,107,0,93,NA,NA,1,0,07/20/2020 02:35:44 PM,Agree,Not agree
04/26/2020,WA,13515,NA,NA,239,0,749,NA,NA,11,0,06/02/2021 01:20:48 PM,N/A,N/A
01/25/2021,NH,62768,NA,NA,431,123,990,NA,NA,3,1,01/26/2021 02:46:01 PM,Not agree,Not agree
01/24/2021,NV,270907,NA,NA,1194,0,4026,NA,NA,15,0,01/25/2021 02:42:40 PM,NA,NA
03/29/2020,AL,2720,2577,143,136,5,32,29,3,5,0,03/30/2020 04:00:00 PM,Agree,Agree
06/28/2020,MS,31127,30794,333,396,14,1368,1346,22,10,0,06/30/2020 12:00:00 AM,Agree,Agree
05/05/2020,DC,5322,NA,NA,152,0,264,NA,NA,6,0,05/06/2020 04:23:08 PM,NA,NA
06/26/2020,MD,66450,NA,NA,335,0,3261,3129,132,14,0,06/28/2020 12:00:00 AM,N/A,Agree
08/22/2020,WI,74726,70009,4717,975,25,1089,1081,8,14,1,08/23/2020 02:15:28 PM,Agree,Agree
12/25/2020,CA,2208944,NA,NA,45316,0,28483,NA,NA,497,0,12/25/2020 12:00:00 AM,Not agree,Not agree
07/21/2020,MO,45475,NA,NA,1216,13,1271,NA,NA,16,0,07/23/2020 12:00:00 AM,Not agree,Not agree
10/15/2020,FSM,0,0,0,0,0,0,0,0,0,0,10/16/2020 01:33:55 PM,Agree,Agree
06/08/2021,NE,223714,NA,NA,29,0,2256,NA,NA,2,0,06/09/2021 02:26:44 PM,Not agree,Not agree
05/18/2020,MS,13296,13201,95,372,1,850,837,13,14,0,05/20/2020 12:00:00 AM,Agree,Agree
08/30/2020,FSM,0,0,0,0,0,0,0,0,0,0,08/31/2020 02:05:56 PM,Agree,Agree
10/12/2020,OR,37467,35747,1720,212,0,599,584,15,0,0,10/13/2020 01:29:38 PM,Agree,Agree
04/07/2021,MO,571951,NA,NA,666,272,8836,NA,NA,3,0,04/09/2021 12:00:00 AM,Not agree,Not agree
05/16/2020,IN,27280,NA,NA,625,0,1873,1714,159,34,1,05/16/2020 12:00:00 AM,Not agree,Agree
08/21/2020,MS,80429,76463,3966,755,131,2697,2544,153,27,3,08/23/2020 12:00:00 AM,Agree,Agree
12/25/2020,IL,930849,930849,0,5742,0,17154,15799,1355,194,38,12/26/2020 02:34:18 PM,Agree,Agree
09/21/2020,VA,142010,135101,6909,872,72,3060,2853,207,39,2,09/22/2020 01:51:57 PM,Agree,Agree
03/08/2020,MD,3,NA,NA,0,NA,0,0,0,0,0,03/10/2020 12:00:00 AM,N/A,Agree
04/01/2020,DE,451,447,4,37,2,11,NA,NA,1,NA,04/03/2020 12:00:00 AM,Agree,Agree
04/17/2020,NE,1138,NA,NA,72,NA,24,NA,NA,0,NA,04/19/2020 12:00:00 AM,Not agree,Not agree
06/01/2021,IL,1382587,1382587,0,401,0,25233,22835,2398,10,2,06/02/2021 02:35:40 PM,Agree,Agree
03/25/2020,CT,875,NA,NA,257,NA,19,NA,NA,7,NA,03/26/2020 04:22:39 PM,Agree,Agree
02/01/2021,DE,80037,76178,3859,214,48,1101,991,110,11,2,02/03/2021 12:00:00 AM,Agree,Agree
03/06/2020,ND,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
10/31/2020,CA,949835,NA,NA,4865,0,18379,NA,NA,53,0,10/31/2020 12:00:00 AM,Not agree,Not agree
07/31/2020,MO,55735,NA,NA,1014,17,1395,NA,NA,14,0,08/02/2020 12:00:00 AM,Not agree,Not agree
03/08/2021,FSM,1,1,0,0,0,0,0,0,0,0,03/09/2021 02:47:41 PM,Agree,Agree
10/11/2020,WA,95650,NA,NA,848,30,2190,NA,NA,0,0,10/13/2020 12:00:00 AM,N/A,N/A
05/19/2021,KY,454044,341940,112104,584,241,6678,6027,651,5,0,05/20/2021 03:08:06 PM,Agree,Agree
07/31/2020,AZ,174062,174062,0,3213,0,3694,3694,0,68,0,08/01/2020 02:38:12 PM,Agree,Agree
03/18/2021,NJ,853349,754817,98532,4473,738,24076,21561,2515,31,0,03/19/2021 02:25:43 PM,Agree,Agree
05/03/2021,ND,107912,99606,8306,149,89,1494,NA,NA,0,0,05/04/2021 02:00:10 PM,Agree,Not agree
06/29/2020,CA,283982,NA,NA,6272,0,6842,NA,NA,64,0,06/29/2020 12:00:00 AM,Not agree,Not agree
06/12/2020,VT,1119,NA,NA,10,0,55,NA,NA,0,0,06/13/2020 05:46:26 PM,Not agree,Not agree
04/20/2020,ME,875,875,0,8,0,35,35,0,1,0,04/20/2020 04:22:39 PM,Agree,Agree
06/09/2020,MN,28869,NA,NA,346,0,1267,1236,31,39,20,06/10/2020 08:56:25 PM,N/A,Agree
04/16/2021,IL,1296381,1296381,0,3866,0,23920,21630,2290,24,3,04/17/2021 01:58:33 PM,Agree,Agree
02/21/2020,IN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
04/08/2020,MI,30123,29148,975,1222,66,1624,1522,102,153,8,04/10/2020 12:00:00 AM,Agree,Agree
03/31/2021,WI,636041,577195,58846,727,164,7315,6622,693,23,13,04/01/2021 02:13:30 PM,Agree,Agree
03/02/2021,IL,1189416,1189416,0,1577,0,22803,20583,2220,44,-3,03/03/2021 03:20:17 PM,Agree,Agree
10/04/2020,MS,103542,93713,9829,400,158,3294,2993,301,10,3,10/06/2020 12:00:00 AM,Agree,Agree
04/13/2020,AL,5863,5572,291,266,11,168,160,8,8,0,04/14/2020 04:00:00 PM,Agree,Agree
04/13/2021,MD,430351,NA,NA,1552,0,9040,8832,208,15,0,04/15/2021 12:00:00 AM,N/A,Agree
04/24/2020,KY,3779,3779,0,298,0,200,200,0,9,0,05/25/2020 03:38:40 PM,Agree,Agree
05/08/2021,MS,313706,191995,121711,77,21,7238,4988,2250,0,0,05/10/2021 12:00:00 AM,Agree,Agree
03/17/2021,WA,351862,NA,NA,867,158,5156,NA,NA,7,0,03/19/2021 12:00:00 AM,N/A,N/A
03/17/2020,KY,26,NA,NA,4,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
02/26/2020,WA,1,NA,NA,0,0,0,NA,NA,0,NA,02/28/2020 12:00:00 AM,N/A,N/A
05/06/2020,NE,6771,NA,NA,333,0,86,NA,NA,4,0,05/08/2020 12:00:00 AM,Not agree,Not agree
04/17/2020,LA,23118,NA,NA,586,NA,1213,NA,NA,57,NA,04/17/2020 04:22:39 PM,Not agree,Agree
05/19/2020,NJ,149212,NA,NA,993,19,10586,10586,0,151,0,05/19/2020 12:00:00 AM,Not agree,Agree
11/29/2020,AL,262273,216673,45600,2362,585,5332,4494,838,43,12,11/30/2020 02:00:00 PM,Agree,Agree
05/02/2020,WA,15082,NA,NA,377,0,830,NA,NA,6,0,05/04/2020 12:00:00 AM,N/A,N/A
02/24/2020,OR,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
11/15/2020,WY,22494,19298,3196,613,41,144,144,0,0,0,11/16/2020 06:40:02 PM,Agree,Agree
05/27/2020,MD,49709,NA,NA,1286,0,2536,2419,117,43,0,05/29/2020 12:00:00 AM,N/A,Agree
02/24/2020,NH,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
01/24/2021,VT,11033,NA,NA,125,3,170,NA,NA,0,0,01/25/2021 02:42:40 PM,Not agree,Not agree
08/25/2020,ND,10467,10467,0,238,0,138,NA,NA,0,0,08/26/2020 01:51:40 PM,Agree,Not agree
04/20/2020,FSM,0,NA,NA,0,NA,0,NA,NA,0,NA,04/20/2020 04:22:39 PM,Agree,Agree
11/30/2020,ME,11976,10675,1301,468,108,214,213,1,23,0,12/01/2020 03:26:07 PM,Agree,Agree
03/03/2020,MN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,N/A,Agree
06/10/2020,ID,3260,2947,313,40,7,85,65,20,0,0,06/11/2020 02:48:51 PM,Agree,Agree
03/10/2020,ID,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/02/2021,IN,663701,NA,NA,550,0,12822,12422,400,14,0,03/02/2021 12:00:00 AM,Not agree,Agree
02/20/2021,SC,514158,440074,74084,1070,265,8623,NA,NA,19,1,02/20/2021 12:00:00 AM,Agree,Not agree
09/15/2020,MD,117888,NA,NA,643,0,3977,3823,154,9,0,09/17/2020 12:00:00 AM,N/A,Agree
03/28/2021,NC,913255,787877,125378,1770,496,12526,11071,1455,12,2,03/27/2021 12:00:00 AM,Agree,Agree
04/09/2020,MI,31236,30203,1033,1113,58,1779,1667,112,155,10,04/11/2020 12:00:00 AM,Agree,Agree
01/23/2021,KY,344568,272191,72377,3789,1019,3386,3114,272,49,4,01/24/2021 02:36:49 PM,Agree,Agree
02/14/2020,CT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
05/29/2021,DC,48923,NA,NA,25,0,1132,NA,NA,0,0,05/30/2021 01:32:12 PM,NA,NA
07/21/2020,IN,57916,NA,NA,710,0,2980,2781,199,15,1,07/21/2020 12:00:00 AM,Not agree,Agree
11/05/2020,WA,115359,NA,NA,1126,82,2431,NA,NA,15,0,11/07/2020 12:00:00 AM,N/A,N/A
12/10/2020,ND,87213,85206,2007,506,35,1130,NA,NA,27,0,12/11/2020 03:06:51 PM,Agree,Not agree
02/03/2020,IN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
03/29/2020,ID,310,NA,NA,49,NA,6,NA,NA,1,NA,03/28/2020 04:22:39 PM,Agree,Agree
07/16/2020,MO,40666,NA,NA,1061,15,1216,NA,NA,7,0,07/18/2020 12:00:00 AM,Not agree,Not agree
06/03/2021,KY,459540,345615,113925,416,151,7077,6346,731,6,0,06/04/2021 02:56:57 PM,Agree,Agree
11/09/2020,VA,194913,178433,16480,1435,243,3726,3460,266,13,0,11/10/2020 02:45:45 PM,Agree,Agree
11/01/2020,MT,33495,33495,0,694,0,376,376,0,1,0,11/02/2020 02:53:09 PM,Agree,Agree
07/11/2020,IN,51079,NA,NA,779,0,2874,2680,194,7,0,07/11/2020 12:00:00 AM,Not agree,Agree
12/17/2020,GU,7193,NA,NA,10,1,119,NA,NA,0,0,12/18/2020 02:45:01 PM,Not agree,Not agree
02/11/2020,AL,59,50,9,1,1,0,0,0,0,0,02/12/2020 02:00:00 PM,Agree,Agree
01/22/2020,CA,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
05/02/2021,NC,975311,834042,141269,1582,387,12908,11397,1511,11,1,05/01/2021 12:00:00 AM,Agree,Agree
09/25/2020,WA,86481,NA,NA,1027,26,2100,NA,NA,20,0,09/27/2020 12:00:00 AM,N/A,N/A
03/12/2020,LA,14,NA,NA,6,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
04/26/2021,NE,219222,NA,NA,258,0,2242,NA,NA,0,0,04/28/2021 12:00:00 AM,Not agree,Not agree
03/09/2021,IN,669350,NA,NA,585,0,12928,12528,400,14,0,03/09/2021 12:00:00 AM,Not agree,Agree
04/20/2021,KY,438147,331920,106227,604,249,6360,5747,613,7,0,04/21/2021 02:12:05 PM,Agree,Agree
10/18/2020,ID,53092,47175,5917,510,89,528,486,42,-1,0,10/19/2020 02:06:44 PM,Agree,Agree
09/19/2020,CT,55527,53218,2309,0,0,4492,3597,895,0,0,09/20/2020 01:53:10 PM,Agree,Agree
08/02/2020,NC,130300,129100,1200,1763,50,2129,2126,3,30,0,08/01/2020 12:00:00 AM,Agree,Agree
08/14/2020,NE,29988,NA,NA,328,0,361,NA,NA,1,0,08/16/2020 12:00:00 AM,Not agree,Not agree
09/14/2020,MN,85351,NA,NA,402,0,1979,1927,52,5,0,09/15/2020 02:03:59 PM,N/A,Agree
12/16/2020,NV,194098,NA,NA,2366,0,2653,NA,NA,57,0,12/17/2020 02:33:42 PM,NA,NA
11/27/2020,AL,257754,213268,44486,2856,783,5252,4434,818,34,10,11/28/2020 02:00:00 PM,Agree,Agree
06/28/2020,AL,43921,42399,1522,849,28,1301,1207,94,15,0,06/29/2020 04:00:00 PM,Agree,Agree
03/22/2020,MO,488,NA,NA,75,0,5,NA,NA,2,0,03/24/2020 12:00:00 AM,Not agree,Not agree
08/12/2020,AZ,189507,188117,1390,707,15,4347,4095,252,148,4,08/13/2020 02:12:28 PM,Agree,Agree
10/07/2020,NV,83437,NA,NA,432,1,1679,NA,NA,10,3,10/08/2020 01:56:57 PM,NA,NA
03/14/2020,OR,24,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2021,VA,660553,513463,147090,963,7,10777,9060,1717,7,3,05/01/2021 01:43:22 PM,Agree,Agree
01/17/2021,NC,704373,624786,79587,6846,1205,9441,8541,900,127,22,01/16/2021 12:00:00 AM,Agree,Agree
04/10/2021,VA,635552,495627,139925,1227,301,10472,8780,1692,14,1,04/11/2021 01:50:11 PM,Agree,Agree
03/07/2021,NC,878509,762546,115963,1623,454,12248,10830,1418,14,2,03/06/2021 12:00:00 AM,Agree,Agree
05/24/2021,SC,590396,489386,101010,284,140,9728,NA,NA,5,1,05/24/2021 12:00:00 AM,Agree,Not agree
04/03/2021,OR,166480,166480,0,467,0,2391,2391,0,6,0,04/04/2021 01:43:43 PM,Agree,Agree
04/02/2021,MI,812879,731492,81387,5986,812,17395,16345,1050,44,4,04/04/2021 12:00:00 AM,Agree,Agree
01/23/2020,FSM,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/20/2020,MI,6713,6581,132,1037,33,17,13,4,4,1,03/22/2020 12:00:00 AM,Agree,Agree
03/23/2020,CA,10031,NA,NA,683,0,259,NA,NA,10,0,03/23/2020 12:00:00 AM,Not agree,Not agree
10/22/2020,NJ,233181,NA,NA,1435,273,16263,14474,1789,18,0,10/22/2020 12:00:00 AM,Not agree,Agree
06/05/2021,MT,112299,101253,11046,39,99,1632,1632,0,0,0,06/06/2021 01:36:52 PM,Agree,Agree
03/18/2021,AZ,835232,777156,58076,284,132,16645,14725,1920,59,5,03/19/2021 02:25:43 PM,Agree,Agree
02/08/2020,SC,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
09/26/2020,MI,239632,217468,22164,865,86,7082,6752,330,15,0,09/28/2020 12:00:00 AM,Agree,Agree
12/25/2020,GU,7266,NA,NA,0,0,121,NA,NA,0,0,12/26/2020 02:34:18 PM,Not agree,Not agree
01/27/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
11/10/2020,WY,19242,16442,2800,1232,101,127,127,0,13,0,11/11/2020 03:15:25 PM,Agree,Agree
11/15/2020,MT,47158,47158,0,1272,0,520,520,0,6,0,11/16/2020 06:40:02 PM,Agree,Agree
05/21/2021,OR,197851,197851,0,495,0,2613,2613,0,7,0,05/22/2021 06:59:37 PM,Agree,Agree
03/25/2020,MS,1439,1420,19,132,0,102,101,1,9,0,03/27/2020 12:00:00 AM,Agree,Agree
09/18/2020,LA,161322,NA,NA,979,0,5340,5172,168,29,0,09/19/2020 02:00:26 PM,Not agree,Agree
10/07/2020,DE,21816,20752,1064,99,1,649,569,80,3,0,10/09/2020 12:00:00 AM,Agree,Agree
12/14/2020,ID,122217,102340,19877,1038,175,1194,1075,119,19,2,12/15/2020 02:39:02 PM,Agree,Agree
11/17/2020,MO,286337,NA,NA,5853,568,4293,NA,NA,62,0,11/19/2020 12:00:00 AM,Not agree,Not agree
09/07/2020,LA,154073,NA,NA,309,0,5105,4942,163,12,0,09/08/2020 02:47:00 PM,Not agree,Agree
06/09/2020,AL,27262,26380,882,728,27,1005,939,66,16,3,06/10/2020 04:00:00 PM,Agree,Agree
10/12/2020,ND,28245,28245,0,508,0,357,NA,NA,12,0,10/13/2020 01:29:38 PM,Agree,Not agree
10/05/2020,VA,153182,144987,8195,625,77,3291,3077,214,15,1,10/06/2020 01:33:58 PM,Agree,Agree
02/06/2020,KY,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
06/21/2021,MS,320174,196010,124164,58,11,7390,5091,2299,10,7,06/22/2021 02:36:11 PM,Agree,Agree
07/26/2020,MT,3381,3381,0,39,0,47,47,0,1,0,07/27/2020 02:16:42 PM,Agree,Agree
07/28/2020,WI,54064,50179,3885,783,21,913,906,7,13,0,07/29/2020 02:34:46 PM,Agree,Agree
03/01/2020,IN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
03/31/2021,MN,519529,NA,NA,1648,302,6926,6473,453,12,0,04/01/2021 02:13:30 PM,N/A,Agree
